predictions,reason,text,score
False,,"Thank you actually this is dear my heart. I used to be of forward coordinator, building emergency preparedness coordinator and a  emergency EMC. I've been trained at Emmitsburg Emergency Management Institute, logistics Northridge earthquake which I went through with the city of LA so I'm glad to hear this.",0.0
False,,"I wanna ask this historical perspective because when the city had the had their last earthquake I was in charge on unreinforce masonry making sure that about a hundred-million-dollars worth of city buildings were seismically reinforced and as you could see we had we kind of had this progression of what was the worst thing that could happen worst-case scenarios so whether schools hospitals and, now we went to freeways as you from historical standpoint, what could be the networks case scenario that we could have a particular buildings.",0.0
False,,"And I'm speaking from the point of Los Angeles for right now we're looking at a high-rise buildings what kind of types of buildings could we have as far as failures and collapses that could be come more than a with a forty billion dollars of, that happened in Northridge we could be looking at what a hundred-two hundred billion dollars with another type of building that could be going down.",0.0
False,,"Those will pancake, the floors will come down?",0.0
False,,"I'm kind of curious, as this warning system is developed. I know I've worked with a lot of emergency management organization, police, fire and, they have their own internal incident command system, but even that may be dated. I don't know what its called now but that was in 94. It may be called something different now but, then they have to be activated. And so how were you envisioning this early warning system coordinating with police, fire, and others so that they can then become activated so that we're all moving and sinking as one to get things done.",0.0
False,,Thank you,0.0
False,,Thank you.,0.0
False,,So now we'll hear from Reggie Jones-Sawyer.,0.0
False,,"good morning to everyone. I have made up my mind whether or not every law enforcement officer should have cameras, and I definitely do believe that every law",0.0
False,,enforcement officer in this country should have body cameras. The question isn't whether,0.0
False,,"or not they should, the real question is how and how to make it most effective. I believe in it, I believe in it to the point where",0.0
False,,I've already discussed this matter with the Highway Patrol because I believe if we as legislators are going to go out and pontificate about what other law enforcement,0.0
False,,"offices should do, we should at least do it in-house, and I've gotten agreement with the Commissioner from the Highway Patrol that",0.0
False,,every Highway Patrolman will eventually have body cameras. We're going to start with,0.0
False,,the pilot program and then hopefully next year we'll be able to fund it. And the,0.0
False,,"reason we're doing a pilot program is the same reason why we're having these hearings, so we can find out the best way that we can do this, uses technology.",0.0
False,,"It's vitally important that we do it, the best techniques and policies possible, and so I'm looking forward for the Highway Patrol to",0.0
False,,"be the trailblazers and hopefully to be the template that everyone can look at, at how to best implement this type of technology. As I",0.0
False,,"told the Commissioner once before the whole thing is about transparency, it's about what goes on in these interactions and I believe once the public truly",0.0
False,,"understands how difficult it is for law enforcement officer in these encounters, how difficult it is to get through that, I think",0.0
False,,"everyone will benefit and, once, on the other side we can use as a training tool so that we ultimately become better at doing our law enforcement operations, I think",0.0
False,,"everyone will benefit and most important the public, the public will have unbelievable confidence that we have the best",0.0
False,,"law enforcement group in the world and I want everyone to see that. It was a long-time ago, I tell this story to a lot of my law-enforcement friends,",0.0
False,,"it was a long time ago the way you handle crowds, was not the best way, and over years you learn that you didn't have to",0.0
False,,"have german shepherds involved in civil rights when you had people who were doing non-violent civil rights demonstrations and they were using billy clubs, and dogs,",0.0
False,,and things of that nature to disperse nonviolent protesters. And law enforcement stepped,0.0
False,,"up and now you don't have those, as many of those interactions as you had before because you changed the way you did law enforcement with tasers, with other",0.0
False,,"weaponry that isn't, that's non-lethal. This is another way and beginning at the tip of the iceberg of another way that we can begin to have fewer",0.0
False,,and fewer fatal incidents when we have interaction and I look forward for this technology to pave the way I look forward to hear from everyone and,0.0
False,,"giving everyone the proper hearing that they need, but most important that you inform and teach us here in the Assembly what makes sense as we move forward. Thank you.",0.0
False,,"Thank you and, actually, this is probably for the chiefs and, I know Chief Beck and we kind of grew up together in the city, and Mr. Soboroff and I worked together in Richard Riordan's Mayor's office, and you may know the answer but I may ask them personally.",0.0
False,,"This is when I put my budget hat on. It seems like everybody knows what it costs to implement, we also kind of know a lot of cost-benefit, I would say, cost political benefit of implementing this, but has anybody done a financial benefit for putting these cameras in and what it would cost not to?",0.0
False,,"If you have a false claim; you have a video shows there's a false claim, that's hours by supervisors chasing down a false report.",0.0
False,,"When you're prosecuting, I heard here, you may have enough evidence to quickly get something adjudicated as opposed to a long drawn-out trial which involves DA's time, prosecutor's time, I guess police review boards, commissions, legislative bodies' time, staff time.",0.0
False,,"There's a whole lot of things that are involved in it, an Inspector General, if you have one in your department, investigating this, that when you have body cameras you could reduce some of the, I heard you talk about reducing some of the, activities that you do.",0.0
False,,But has anyone ever quantified it? Did you quantify before you started the program so you could actually say: having body cameras could be a financial benefit?,0.0
False,,"Even though the cost may be six million, three million,  two million a year. But if you're spending ten million dollars a year in lawsuits against the department that, I think, then becomes a wash or becomes a cost-benefit for you to implement a body camera.",0.0
False,,"So my question to the chiefs: Did you ever look at it financially to put this in either at the beginning or an opportunity to look at it while you're doing your study, or even now looking at, you know, what has, how has this benefited the department financially?",0.0
False,,"Because, I'm with Mr. Quirk; the last thing I want is for this to get stopped, or stalled, or killed in Appropriations because someone looks at this purely from dollars and cents and doesn't take everything into consideration to implement this.",0.0
False,,"Professor Eberhardt , actually one of the things I'm looking for to the body cameras is this whole thing of training. And a lot of times you need immediate response from your supervisor so you can make adjustments. And when I've talked to several the police unions, they also don't want this same footage to be used in a disciplinary manner.",0.0
False,,"So, there's back and forth, a ying and yang between what do you use to help people correct their behavior, especially behavior that they were trained in or their department told them it was the best way or kind of what department does, versus what is the right way or the new way now.",0.0
False,,"So, you're the social psychiatrist. What is a good mix of making sure that they, you know, you change behavior to where you get to a point where they're maybe not getting the message and you really may have to do some harsher treatments to them to make sure that they are behaving which may ultimately lead to an officer being suspended or ultimately expelled from the force.",0.0
False,,"If you want, you get what I'm saying?",0.0
False,,"And actually, I'll make it real quick because I definitely want to hear from Secretary Beard. You and I have talked about this subject and in fact, I think we both share that should be the the number one priority as far as a way we can ensure that the incarceration rates go down. This is one and reasons why we have recidivism and I think you and I both share that.",0.0
False,,"And I can assure you, while the Senate and Assembly and Senate Republicans and Democrats, we look at business a certain way we all want it to prosper a certain way, this is one business we want to go out of business in the state penitentiary system right now.",0.0
False,,"So, I know you have had expertise back East you want to use, hopefully we can marry the two, what's going here in California, so we can eradicate that best we can. I think ultimately as you've told me, we can have a safer, better-educated, and better outcome when we have people leave our prison system.",0.0
False,,Very glad you're here Tom.,0.0
False,,Thank you Mr. Chairman and,0.0
False,,"Good afternoon we're going to begin the Assembly Budget Subcommittee Number Five: Public Safety. I'm Assembly Member Reginald Byron-Jones Sawyer, Sr. the Chair of the Committee. I'm going to make a couple comments, but before I do that allow the Committee Members to make some comments. Look, we have a visitor. A former member of the Committee, who was my partner crime once upon a time. Some remember Melissa Melendez but I'll allow Mr Tom Lackey and Mr. Freddie Rodriguez, if you have some opening comments. This is your first meeting of budget so far.",0.0
False,,Thank you.,0.0
False,,Mr Rodriguez is a veteran too. Did you did you wait to make your opening statements? Okay.,0.0
False,,And I welcome everyone here to our first meeting as we look at the budget.,0.0
False,,"There's several issues and items that we want to obviously look at. Last year I think we did a phenomenal job in looking at recidivism and really really tackling it. Taking the bull by the horn and starting to, taking the CDCR we have corrections and rehabilitation. The r in rehabilitation for a long-time had been small r,  and we made it to a medium-size and are trying to get to a big r again. And with the help of Secretary beard, who has been phenomenal in and, working with us to bring that back into the system. I think we all believe if we do this right, rehabilitation.",0.0
False,,"We can reach almost all of our goals. Whether it's the number of. Reducing the size of a prison which or as a Governor told me ""we should be ashamed of the number of people we incarcerate in California."" and, I agree with him. As a as a society that believes in forgiveness but most important, a society that believes in second chances we need to be better at that.",0.0
False,,"And if individuals who are incarcerated that can fall within those rules we should be able to provide them steps to get there. Unfortunately in a society like this, we will always have to have room for individuals who do not want to participate in this society in a lawful same way. And we will always have to unfortunately have incarceration centers which will house them and keep our citizens and residents of the State of California and probably this country, safe from them.",0.0
False,,"So as we start looking through the budget, ways that we can financially promote all of those goals that we talk about every day. I'm hoping that we take that next step to realizing that. So that we look up one day and we do not have the kind of numbers that we have right now and we bring people back into community.",0.0
False,,And so with that we'll go ahead and take role. I think I've stalled enough to where we have a quorum.,0.0
False,,"Great, Thank you. Assembly Member Campos, I allowed each member, if they wanted to say a few words, an opportunity and since this is our first meeting, this is your first meeting to say a few words if you want to.",0.0
False,,Thank you and as we all know you put in ...,0.0
False,,"California Department of Corrections issue number one: CDCR, our population trends. We have the honor of having Secretary Dr. Beard here today.",0.0
False,,"And thank you Dr Beard. A very comprehensive, in fact, I think you covered issue one and three. But, I'm going to go ahead and maybe that'll just shorten when we get to three when you come back and when we ask questions it'll abbreviate it. Or we'll ask a bunch of questions now and all we have to do is vote on three when it comes, but we'll see when it gets to that. But before we begin we'd like to hear from the Department of Finance in LAO. Who always provide excellent suggestions and commentary.",0.0
False,,"You know you're the smartest group. You're better than any other subcommittee group so, you have big shoes to fill.",0.0
False,,"Okay, thank you. Actually it's a lot information. In fact, it's a different place than we were a year ago. I mean a year ago, if you had said we'd be talking about having buffers because we would meet the three court judge numbers, I think people would have probably said you were crazy.",0.0
False,,"The fact that we're there, it's just a different. I mean in a lot of ways it's taken us by shock. So, I'm trying to agree that we need to probably come together and try to think of some ways that we can gauge this. Because this is, I think even Secretary Beard will admit, there's no way we could have planned this. And probably in our wildest dreams, we didn't think we would get to this level.",0.0
False,,"But, I have a couple question and I think some of the members of the Committee may have some. The court ordered population reduction, have you thought about any long-term plan for how we're going to maintain compliance with the with the court order? Or how we could make it go away? I mean, I know it's difficult being under court order and obviously I'm not a lawyer but, is there a way we can get our way out of this so that we're not constantly on this.",0.0
False,,"What are some things we need to do, steps that we can get to while we have this advantage right now?",0.0
False,,Like ten years?,0.0
